,Unnamed: 0,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,zipcode,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
4053,4053,0.0,4,1.0,1.0,78702.0,1,3,8,2.0,3.0,3.0,2,825,"2,500.00 ",75.0,24,54,84,359,1,60.0,0,1,0,0
4054,4054,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,2.0,2.0,2,425,,,0,0,0,0,1,89.0,0,2,0,0
4055,4055,0.0,5,1.0,1.0,78702.0,1,3,8,3.0,4.0,7.0,3,500,100.00 ,50.0,8,33,56,327,16,96.0,1,2,0,0
4056,4056,0.0,4,1.0,1.0,78702.0,1,3,5,1.0,2.0,2.0,3,290,"1,000.00 ",100.0,21,38,68,343,31,99.0,0,3,0,0
4057,4057,0.0,3,1.0,0.0,78702.0,0,2,2,1.0,1.0,1.0,2,125,,,0,0,0,0,1,100.0,0,3,0,0
4058,4058,1.0,5,1.0,1.0,78702.0,1,3,8,2.0,3.0,4.0,3,400,500.00 ,125.0,10,18,40,120,3,100.0,1,3,0,0
4059,4059,0.0,4,1.0,1.0,78702.0,1,3,5,1.0,2.0,2.0,3,600,500.00 ,100.0,24,54,84,359,3,100.0,1,3,0,0
4060,4060,0.0,4,1.0,1.0,78702.0,0,3,7,2.0,2.0,3.0,3,299,500.00 ,90.0,0,0,0,0,7,100.0,0,3,0,0
4061,4061,0.0,3,1.0,0.0,78702.0,1,3,4,2.5,2.0,2.0,3,750,,,3,3,3,54,0,,1,3,0,0
4062,4062,1.0,4,1.0,1.0,78702.0,1,3,4,1.0,1.0,2.0,3,150,200.00 ,60.0,2,2,19,294,31,98.0,0,3,0,0
4063,4063,0.0,5,1.0,1.0,78702.0,1,2,2,1.0,1.0,1.0,3,125,500.00 ,75.0,10,24,38,111,7,90.0,0,3,0,0
4064,4064,0.0,6,1.0,1.0,78702.0,1,3,10,2.0,4.0,6.0,3,950,300.00 ,100.0,0,4,34,309,3,100.0,0,3,0,0
4065,4065,0.0,4,1.0,1.0,78702.0,0,3,8,2.0,3.0,3.0,3,650,,25.0,12,12,12,24,9,96.0,0,3,0,0
4066,4066,0.0,5,1.0,1.0,78702.0,1,3,8,2.5,3.0,3.0,3,900,,,23,53,83,173,0,,0,1,0,0
4067,4067,0.0,5,1.0,1.0,78702.0,1,3,10,2.5,3.0,12.0,3,999,,,18,34,56,324,83,97.0,0,3,0,0
4068,4068,1.0,6,1.0,1.0,78702.0,1,3,4,1.0,1.0,2.0,3,149,200.00 ,50.0,11,41,71,71,23,100.0,0,2,0,0
4069,4069,1.0,5,1.0,1.0,78702.0,1,3,3,1.0,1.0,1.0,3,249,,,21,51,81,171,2,100.0,0,3,0,0
4070,4070,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,2.0,2.0,3,170,200.00 ,100.0,22,52,82,357,7,97.0,0,3,0,1
4071,4071,0.0,3,1.0,0.0,78702.0,1,3,4,2.0,2.0,2.0,3,650,600.00 ,150.0,8,15,34,34,0,,0,3,0,0
4072,4072,1.0,5,1.0,1.0,78702.0,1,2,3,1.0,1.0,1.0,2,55,250.00 ,15.0,5,12,36,36,57,99.0,0,1,0,0
4073,4073,1.0,5,1.0,1.0,78702.0,1,2,2,1.5,1.0,1.0,3,155,250.00 ,,5,5,9,284,12,95.0,0,3,1,1
4074,4074,1.0,4,1.0,1.0,78702.0,0,3,8,2.5,3.0,4.0,3,1500,"1,500.00 ",125.0,7,7,7,7,1,100.0,0,3,0,0
4075,4075,0.0,3,1.0,0.0,78702.0,1,3,5,2.0,3.0,3.0,3,1000,700.00 ,,7,7,7,7,7,97.0,1,3,1,1
4076,4076,0.0,3,1.0,0.0,78702.0,0,2,4,2.0,1.0,2.0,3,49,99.00 ,25.0,19,49,79,354,13,87.0,0,2,0,0
4077,4077,0.0,4,1.0,1.0,78702.0,1,3,7,2.5,2.0,2.0,2,1000,,,5,5,5,5,0,,0,1,0,0
4078,4078,1.0,4,1.0,0.0,78702.0,0,3,6,2.0,3.0,4.0,2,175,200.00 ,100.0,26,56,86,361,0,,0,2,0,0
4079,4079,0.0,4,1.0,1.0,78702.0,1,3,6,2.5,3.0,3.0,3,400,500.00 ,150.0,16,46,71,346,2,100.0,0,2,0,0
4080,4080,1.0,5,1.0,1.0,78702.0,1,3,6,1.5,3.0,3.0,3,900,500.00 ,100.0,2,2,2,2,0,,0,3,0,0
4081,4081,0.0,5,1.0,1.0,78702.0,0,3,4,1.0,1.0,2.0,3,90,,20.0,0,0,0,275,41,88.0,0,3,0,0
4082,4082,0.0,3,1.0,0.0,78702.0,1,3,5,1.0,2.0,2.0,3,250,,,0,0,0,0,0,,0,3,0,0
4083,4083,1.0,8,1.0,1.0,78702.0,1,3,8,2.5,3.0,3.0,3,165,,,20,50,80,327,4,100.0,0,3,1,1
4084,4084,1.0,5,1.0,1.0,78702.0,1,2,2,1.0,1.0,1.0,2,65,100.00 ,15.0,17,47,77,352,18,97.0,0,2,0,0
4085,4085,0.0,3,1.0,0.0,78702.0,1,3,15,3.5,6.0,9.0,3,1060,500.00 ,450.0,15,37,54,286,15,95.0,1,3,0,0
4086,4086,0.0,4,1.0,0.0,78702.0,1,3,5,1.0,1.0,2.0,0,325,200.00 ,60.0,0,0,0,0,3,99.0,0,1,0,0
4087,4087,0.0,4,1.0,0.0,78702.0,1,2,2,1.0,1.0,1.0,2,99,,,0,0,0,0,2,100.0,0,1,0,0
4088,4088,0.0,4,1.0,1.0,78702.0,1,3,8,2.0,3.0,5.0,3,299,,75.0,1,26,56,331,46,96.0,0,3,0,0
4089,4089,0.0,3,1.0,0.0,78702.0,1,3,8,2.0,3.0,4.0,2,299,200.00 ,,6,6,6,70,2,100.0,1,1,0,0
4090,4090,0.0,5,1.0,1.0,78702.0,1,3,2,1.0,0.0,2.0,1,70,,,8,8,8,8,27,92.0,1,3,0,0
4091,4091,1.0,5,1.0,1.0,78702.0,1,3,2,1.0,0.0,1.0,3,125,,,16,46,48,48,43,100.0,0,2,0,0
4092,4092,1.0,5,1.0,1.0,78702.0,1,3,2,0.5,0.0,1.0,2,175,300.00 ,,25,55,85,175,0,,0,3,1,1
4093,4093,1.0,5,1.0,1.0,78702.0,1,3,10,3.0,3.0,5.0,3,599,200.00 ,140.0,22,50,78,353,16,100.0,1,3,0,0
4094,4094,0.0,2,1.0,0.0,78702.0,1,3,8,2.5,3.0,3.0,3,1999,999.00 ,100.0,30,60,90,365,0,,0,3,0,0
4095,4095,0.0,4,1.0,1.0,78702.0,1,3,6,1.0,2.0,2.0,2,185,350.00 ,70.0,16,37,45,308,18,92.0,0,3,0,0
4096,4096,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,2.0,2.0,2,200,,75.0,0,0,14,289,6,96.0,0,1,0,0
4097,4097,0.0,4,1.0,1.0,78702.0,1,3,6,2.5,3.0,3.0,3,1630,,185.0,11,11,11,11,0,,1,4,0,0
4098,4098,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,1.0,2.0,3,300,,50.0,22,52,82,82,17,99.0,0,3,0,0
4099,4099,0.0,4,1.0,1.0,78702.0,1,3,3,1.0,1.0,1.0,2,79,,20.0,3,8,37,95,16,100.0,0,1,0,0
4100,4100,0.0,4,1.0,1.0,78702.0,1,3,4,2.0,3.0,2.0,3,900,,110.0,0,0,0,0,0,,0,3,0,0
4101,4101,0.0,4,1.0,1.0,78702.0,1,3,3,1.0,2.0,2.0,2,150,200.00 ,75.0,30,60,90,365,26,96.0,0,3,0,0
4102,4102,0.0,5,1.0,1.0,78702.0,1,3,6,2.5,3.0,3.0,3,345,,100.0,0,0,0,0,1,100.0,0,1,0,0
4103,4103,0.0,3,1.0,0.0,78702.0,1,3,4,1.0,1.0,2.0,1,105,,,0,0,0,0,0,,0,1,0,0
4104,4104,0.0,5,1.0,1.0,78702.0,1,3,3,1.0,1.0,2.0,3,80,500.00 ,60.0,1,14,34,292,270,98.0,0,3,1,1
4105,4105,0.0,4,1.0,1.0,78702.0,1,3,6,1.0,2.0,3.0,3,265,600.00 ,,17,26,44,44,2,90.0,0,3,0,0
4106,4106,1.0,4,1.0,1.0,78702.0,1,3,12,3.5,4.0,8.0,3,945,500.00 ,250.0,15,32,48,294,42,99.0,0,3,0,0
4107,4107,0.0,3,1.0,0.0,78702.0,1,3,4,1.0,1.0,1.0,3,200,150.00 ,100.0,6,6,6,6,1,100.0,1,1,0,0
4108,4108,0.0,4,1.0,1.0,78702.0,1,3,6,2.0,3.0,3.0,2,449,"1,000.00 ",,21,51,81,356,3,100.0,0,3,0,0
4109,4109,1.0,4,1.0,1.0,78702.0,1,3,4,1.0,1.0,2.0,3,79,150.00 ,50.0,5,16,33,286,156,94.0,1,3,0,1
4110,4110,1.0,5,1.0,1.0,78702.0,1,3,6,2.5,3.0,3.0,2,375,,175.0,15,35,65,336,80,99.0,1,1,0,0
4111,4111,0.0,4,1.0,1.0,78702.0,1,3,7,2.5,3.0,3.0,3,900,,150.0,21,51,53,68,0,,1,1,0,0
4112,4112,0.0,3,1.0,0.0,78702.0,0,3,6,2.5,2.0,3.0,3,525,"1,000.00 ",120.0,27,57,87,362,0,,0,1,0,0
4113,4113,0.0,3,1.0,0.0,78702.0,0,2,6,1.0,2.0,3.0,2,500,"1,000.00 ",80.0,28,58,88,363,0,,0,3,0,0
4114,4114,1.0,5,1.0,1.0,78702.0,1,3,6,2.5,3.0,3.0,3,350,,175.0,11,33,60,329,107,98.0,1,1,0,0
4115,4115,0.0,4,1.0,1.0,78702.0,1,3,2,1.0,1.0,1.0,2,400,100.00 ,,6,6,6,6,0,,0,2,0,0
4116,4116,0.0,4,1.0,1.0,78702.0,1,3,5,1.0,2.0,3.0,3,700,500.00 ,100.0,28,58,88,363,1,100.0,0,3,0,0
4117,4117,1.0,4,1.0,1.0,78702.0,1,1,4,1.0,1.0,2.0,3,250,,,21,21,24,299,0,,0,1,0,0
4118,4118,0.0,5,1.0,1.0,78702.0,1,3,5,1.0,2.0,3.0,2,120,,25.0,8,26,50,314,278,90.0,0,3,0,0
4119,4119,0.0,5,1.0,1.0,78702.0,1,3,6,1.0,3.0,6.0,3,112,,,4,13,28,284,118,96.0,0,3,0,0
4120,4120,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,2.0,2.0,3,99,200.00 ,100.0,20,34,34,63,9,91.0,0,2,0,0
4121,4121,0.0,4,1.0,1.0,78702.0,1,2,2,1.5,1.0,1.0,3,99,,,25,55,85,360,7,97.0,0,3,0,0
4122,4122,1.0,5,1.0,1.0,78702.0,1,2,1,1.0,1.0,1.0,3,45,,10.0,0,5,35,310,3,80.0,0,3,0,0
4123,4123,0.0,5,1.0,1.0,78702.0,1,3,6,2.0,4.0,5.0,3,160,500.00 ,110.0,6,6,13,13,84,99.0,0,3,1,1
4124,4124,0.0,5,1.0,1.0,78702.0,1,3,6,2.0,2.0,2.0,3,150,,60.0,0,0,0,0,0,,0,3,0,0
4125,4125,0.0,5,1.0,1.0,78702.0,1,3,5,2.0,2.0,2.0,3,300,,62.0,0,4,34,188,3,100.0,0,2,0,0
4126,4126,0.0,4,1.0,1.0,78702.0,1,3,8,2.5,4.0,5.0,2,600,,200.0,7,7,7,239,6,97.0,0,3,0,0
4127,4127,0.0,4,1.0,0.0,78702.0,1,2,2,1.0,1.0,1.0,3,45,,25.0,16,44,71,311,3,93.0,1,2,0,0
4128,4128,0.0,4,1.0,1.0,78702.0,1,3,5,1.0,2.0,2.0,3,200,200.00 ,100.0,21,48,78,325,11,96.0,0,3,0,1
4129,4129,0.0,3,1.0,0.0,78702.0,1,3,7,2.0,3.0,3.0,3,789,800.00 ,80.0,23,53,83,358,0,,0,3,0,0
4130,4130,1.0,7,1.0,1.0,78702.0,0,3,8,2.5,3.0,3.0,3,199,,140.0,9,21,36,308,57,99.0,1,3,0,0
4131,4131,1.0,3,1.0,0.0,78702.0,1,3,2,1.0,0.0,1.0,2,89,,20.0,23,48,72,162,12,100.0,0,2,0,0
4132,4132,0.0,4,1.0,1.0,78702.0,1,2,2,1.0,1.0,1.0,3,45,500.00 ,30.0,18,48,78,353,7,100.0,0,2,0,0
4133,4133,0.0,4,1.0,1.0,78702.0,1,3,10,2.0,4.0,7.0,3,350,750.00 ,75.0,2,3,4,107,10,94.0,0,3,0,0
4134,4134,0.0,5,1.0,1.0,78702.0,1,2,3,1.0,1.0,1.0,3,50,,5.0,6,26,56,83,48,97.0,0,1,0,0
4135,4135,1.0,4,1.0,1.0,78702.0,1,3,8,2.0,3.0,3.0,3,275,500.00 ,100.0,18,39,66,341,78,97.0,0,3,0,0
4136,4136,0.0,4,1.0,1.0,78702.0,1,3,4,1.0,1.0,2.0,3,450,,,0,0,0,0,0,,0,2,0,0
4137,4137,0.0,4,1.0,1.0,78702.0,1,3,6,2.0,3.0,3.0,3,300,,30.0,22,52,82,357,25,93.0,1,1,0,0
4138,4138,0.0,4,1.0,1.0,78702.0,1,3,8,2.5,3.0,3.0,3,239,400.00 ,150.0,0,0,0,0,1,100.0,0,3,0,0
4139,4139,0.0,5,1.0,1.0,78702.0,0,2,2,1.0,1.0,1.0,3,75,200.00 ,50.0,26,56,86,361,2,100.0,0,2,0,0
4140,4140,0.0,4,1.0,1.0,78702.0,1,2,2,2.0,1.0,1.0,3,250,,,15,45,75,75,0,,1,1,0,0
4141,4141,0.0,4,1.0,1.0,78702.0,1,3,10,1.5,2.0,6.0,3,300,500.00 ,125.0,25,55,85,85,3,87.0,0,1,0,0
4142,4142,0.0,3,1.0,0.0,78702.0,1,3,4,2.5,2.0,2.0,3,800,250.00 ,100.0,8,8,8,8,2,100.0,0,3,0,0
4143,4143,0.0,5,1.0,1.0,78702.0,1,3,12,2.0,3.0,6.0,3,299,,,20,20,20,20,30,98.0,0,3,0,0
4144,4144,1.0,5,1.0,1.0,78702.0,0,3,10,3.5,4.0,6.0,3,950,300.00 ,150.0,5,5,5,5,0,,0,3,0,0
4145,4145,0.0,4,1.0,1.0,78702.0,1,3,6,1.0,2.0,2.0,3,185,400.00 ,100.0,15,39,65,340,12,100.0,0,3,1,1
4146,4146,0.0,2,1.0,0.0,78702.0,0,2,2,1.0,1.0,1.0,0,80,,,19,49,79,169,0,,1,1,0,0
4147,4147,0.0,3,1.0,0.0,78702.0,1,2,2,1.0,1.0,1.0,3,99,,,11,22,45,45,7,100.0,0,1,0,0
4148,4148,1.0,4,1.0,1.0,78702.0,1,3,6,2.0,3.0,3.0,3,350,100.00 ,75.0,0,0,6,10,16,99.0,1,2,0,0
4149,4149,0.0,5,1.0,1.0,78702.0,1,3,6,2.0,3.0,3.0,3,650,300.00 ,175.0,0,0,0,0,1,100.0,0,2,0,0
4150,4150,0.0,5,1.0,1.0,78702.0,0,3,10,1.0,3.0,6.0,3,208,"1,000.00 ",100.0,24,50,80,355,12,97.0,0,3,1,1
4151,4151,0.0,4,1.0,1.0,78702.0,1,3,5,1.5,2.0,2.0,3,473,,100.0,4,4,4,4,4,100.0,0,3,0,0
4152,4152,0.0,3,1.0,0.0,78702.0,1,3,4,2.0,2.0,4.0,3,1000,,100.0,10,10,10,10,1,100.0,0,3,0,0
4153,4153,0.0,4,1.0,1.0,78702.0,1,3,8,2.5,3.0,3.0,3,249,,75.0,0,0,12,12,2,90.0,0,3,1,1
4154,4154,0.0,4,1.0,1.0,78730.0,0,2,2,1.0,1.0,1.0,3,68,100.00 ,25.0,28,58,88,363,3,100.0,0,1,0,0
4155,4155,0.0,4,1.0,1.0,78730.0,1,3,2,1.5,1.0,1.0,0,400,,,0,0,0,0,0,,0,1,0,0
4156,4156,0.0,3,1.0,0.0,78730.0,1,3,3,1.0,1.0,2.0,3,118,100.00 ,,17,47,77,167,0,,1,3,0,0
4157,4157,0.0,4,1.0,1.0,78730.0,1,3,12,5.5,6.0,5.0,3,1500,"1,000.00 ",200.0,30,60,90,365,1,100.0,0,3,0,0
4158,4158,0.0,4,1.0,1.0,78730.0,1,3,6,2.5,3.0,3.0,3,495,500.00 ,150.0,0,0,0,0,0,,0,1,0,0
4159,4159,0.0,5,1.0,1.0,78730.0,0,3,4,1.0,2.0,2.0,3,90,100.00 ,20.0,9,38,64,335,97,94.0,0,2,0,0
4160,4160,1.0,4,1.0,0.0,78730.0,1,3,12,5.5,5.0,5.0,3,2200,"1,000.00 ",150.0,24,51,78,353,12,95.0,0,3,0,0
4161,4161,0.0,2,1.0,0.0,78730.0,1,2,2,1.0,1.0,1.0,2,275,,,30,60,90,365,0,,0,1,0,0
4162,4162,0.0,1,1.0,0.0,78730.0,1,3,4,2.0,2.0,2.0,3,250,750.00 ,120.0,25,55,85,175,0,,1,2,0,0
4163,4163,0.0,4,1.0,1.0,78730.0,1,3,8,3.5,4.0,4.0,3,650,,,28,58,88,363,0,,0,1,0,0
4164,4164,0.0,6,1.0,1.0,78730.0,1,3,4,1.0,2.0,2.0,3,250,,,20,50,80,170,27,89.0,0,2,0,0
4165,4165,0.0,4,1.0,1.0,78730.0,1,3,3,2.0,2.0,2.0,3,200,,,30,60,90,90,0,,0,1,0,0
4166,4166,0.0,4,1.0,1.0,78730.0,1,3,14,5.0,4.0,7.0,3,1099,,275.0,13,37,53,297,3,100.0,0,1,0,0
4167,4167,0.0,5,1.0,1.0,78730.0,1,3,6,2.5,3.0,3.0,3,185,500.00 ,250.0,27,57,87,362,0,,0,1,0,0
4168,4168,0.0,3,1.0,0.0,78730.0,1,3,3,1.0,1.0,2.0,3,199,,,0,0,0,0,0,,0,1,0,0
4169,4169,0.0,2,1.0,0.0,78730.0,1,2,2,1.0,1.0,2.0,3,250,,,30,60,90,365,0,,0,1,0,0
4170,4170,0.0,3,1.0,0.0,78730.0,1,3,8,2.5,4.0,4.0,3,230,400.00 ,115.0,18,48,53,80,0,,0,3,0,0
4171,4171,0.0,4,1.0,1.0,78730.0,1,3,10,3.5,4.0,5.0,3,625,,,0,0,0,0,0,,0,1,0,0
4172,4172,0.0,6,1.0,1.0,78730.0,1,3,4,1.0,1.0,2.0,3,72,,20.0,0,0,0,41,18,97.0,0,1,0,0
4173,4173,0.0,3,1.0,0.0,78730.0,1,3,4,,2.0,,0,350,,,0,0,0,0,0,,0,1,0,0
4174,4174,0.0,4,1.0,1.0,78730.0,1,3,5,2.0,2.0,2.0,3,70,250.00 ,25.0,0,0,0,0,2,100.0,0,3,0,0
4175,4175,0.0,3,1.0,0.0,78730.0,1,2,5,2.0,1.0,2.0,3,120,250.00 ,,0,0,0,185,1,80.0,0,1,0,0
4176,4176,0.0,3,1.0,0.0,78730.0,1,3,3,1.0,1.0,1.0,2,200,,,0,0,0,0,0,,0,1,0,0
4177,4177,0.0,4,1.0,1.0,78730.0,1,3,2,2.0,2.0,2.0,2,60,100.00 ,,0,0,0,0,2,100.0,0,1,0,0
4178,4178,0.0,2,1.0,0.0,78730.0,1,3,10,3.5,4.0,5.0,3,1000,,160.0,0,0,0,0,0,,0,1,0,0
4179,4179,0.0,1,1.0,0.0,78730.0,1,3,4,1.0,1.0,1.0,3,149,600.00 ,65.0,14,14,14,14,0,,1,1,0,0
4180,4180,0.0,4,1.0,1.0,78730.0,1,3,4,2.0,2.0,2.0,3,300,,,0,0,0,0,0,,0,1,0,0
4181,4181,0.0,6,1.0,1.0,78730.0,1,3,4,1.0,2.0,2.0,3,125,250.00 ,160.0,28,58,88,363,4,100.0,0,2,0,0
4182,4182,1.0,5,1.0,1.0,78731.0,1,2,3,1.0,2.0,2.0,3,95,,15.0,17,38,61,336,60,99.0,1,2,0,0
4183,4183,0.0,6,1.0,1.0,78731.0,1,2,3,1.0,1.0,1.0,3,95,100.00 ,20.0,0,0,0,0,0,,1,1,0,0
4184,4184,1.0,4,1.0,1.0,78731.0,1,2,2,1.0,1.0,1.0,2,80,,,18,38,65,202,79,97.0,0,1,0,0
4185,4185,0.0,3,1.0,0.0,78731.0,1,2,2,1.0,1.0,1.0,3,55,,,14,37,67,342,10,98.0,0,1,0,0
4186,4186,0.0,5,1.0,1.0,78731.0,1,2,2,1.5,1.0,1.0,3,135,,,0,0,0,0,1,100.0,1,3,0,0
4187,4187,0.0,4,1.0,1.0,78731.0,1,2,2,1.0,1.0,1.0,2,50,,15.0,26,56,86,361,17,93.0,1,3,0,0
4188,4188,0.0,3,1.0,0.0,78731.0,1,2,2,1.0,1.0,1.0,2,100,,,22,52,79,169,10,100.0,1,1,0,0
4189,4189,0.0,4,1.0,1.0,78731.0,1,2,2,1.0,1.0,2.0,3,49,,,22,52,82,171,87,98.0,0,2,0,0
4190,4190,0.0,4,1.0,1.0,78731.0,1,2,6,1.0,1.0,2.0,2,50,,,0,0,0,0,41,85.0,1,3,0,0
4191,4191,0.0,5,1.0,1.0,78731.0,1,2,2,1.5,1.0,1.0,3,49,,11.0,25,55,85,360,52,91.0,1,3,0,0
4192,4192,0.0,4,1.0,1.0,78731.0,0,2,2,1.0,1.0,1.0,3,55,150.00 ,15.0,23,53,83,358,6,90.0,0,1,0,0
4193,4193,0.0,3,1.0,0.0,78731.0,1,3,6,2.0,3.0,4.0,3,300,500.00 ,75.0,4,10,17,283,5,100.0,0,3,0,0
4194,4194,0.0,4,1.0,1.0,78731.0,1,2,1,1.0,1.0,1.0,3,500,,,30,60,90,90,0,,1,2,0,0
4195,4195,0.0,5,1.0,1.0,78731.0,1,2,2,1.0,1.0,1.0,3,85,,60.0,12,12,12,12,1,100.0,1,1,0,0
4196,4196,0.0,4,1.0,1.0,78703.0,1,2,4,1.0,1.0,1.0,3,50,,,0,0,0,0,0,,0,1,0,0
4197,4197,0.0,4,1.0,1.0,78731.0,1,2,2,1.0,1.0,1.0,3,115,,,30,60,90,365,0,,0,1,0,0
4198,4198,0.0,4,1.0,1.0,78730.0,1,2,4,1.0,1.0,2.0,3,70,,5.0,0,0,0,0,5,100.0,0,1,0,0
4199,4199,0.0,4,1.0,1.0,78731.0,0,2,4,1.5,1.0,2.0,3,50,100.00 ,,30,60,90,365,6,92.0,0,1,0,0
4200,4200,0.0,2,1.0,0.0,78731.0,1,2,2,1.0,1.0,1.0,3,300,,,30,60,90,365,0,,0,1,0,0
4201,4201,0.0,5,1.0,1.0,78731.0,1,2,2,1.0,1.0,1.0,3,60,,,23,53,83,202,2,100.0,0,2,0,0
4202,4202,0.0,5,1.0,1.0,78731.0,0,2,4,1.0,1.0,2.0,3,150,200.00 ,40.0,30,60,90,90,0,,0,2,0,0
4203,4203,1.0,6,1.0,1.0,78731.0,1,3,4,1.0,1.0,2.0,3,95,800.00 ,30.0,5,14,33,261,27,100.0,0,3,0,0
4204,4204,1.0,4,1.0,1.0,78731.0,1,3,3,1.0,0.0,1.0,3,115,,25.0,12,31,50,322,190,97.0,1,1,0,0
4205,4205,1.0,3,1.0,0.0,78731.0,1,3,3,1.0,1.0,1.0,3,105,,30.0,11,34,64,154,64,97.0,0,2,0,0
4206,4206,1.0,4,1.0,1.0,78731.0,1,3,2,1.0,0.0,1.0,3,79,95.00 ,50.0,6,18,37,37,145,98.0,1,2,0,0
4207,4207,1.0,4,1.0,1.0,78731.0,1,3,2,1.0,1.0,1.0,3,85,200.00 ,50.0,6,6,34,34,46,97.0,0,3,0,0
4208,4208,0.0,4,1.0,1.0,78731.0,1,3,2,1.0,1.0,1.0,1,125,,,22,52,82,103,0,,1,1,0,0
4209,4209,0.0,3,1.0,0.0,78731.0,1,3,2,1.0,1.0,1.0,3,42,,10.0,0,0,0,0,1,100.0,1,1,0,0
4210,4210,0.0,3,1.0,0.0,78731.0,1,3,8,4.0,4.0,4.0,3,200,200.00 ,150.0,22,48,76,76,9,93.0,1,1,0,0
4211,4211,0.0,4,1.0,1.0,78731.0,1,3,4,1.0,2.0,2.0,3,115,250.00 ,60.0,5,26,50,325,10,100.0,0,3,0,0
4212,4212,1.0,5,1.0,1.0,78731.0,1,3,2,1.0,1.0,1.0,3,85,,35.0,0,22,52,142,218,97.0,0,2,0,0
4213,4213,1.0,4,1.0,1.0,78731.0,1,3,12,2.0,3.0,9.0,3,550,,250.0,0,0,17,17,35,97.0,0,3,0,0
4214,4214,0.0,5,1.0,1.0,78731.0,1,3,10,3.5,4.0,6.0,3,750,749.00 ,150.0,9,9,9,73,2,100.0,0,3,0,0
4215,4215,0.0,4,1.0,1.0,78731.0,1,3,6,2.0,3.0,3.0,3,200,500.00 ,100.0,0,0,0,0,1,,0,2,0,0
4216,4216,0.0,2,1.0,0.0,78731.0,1,3,6,2.0,3.0,3.0,3,600,"1,200.00 ",100.0,23,53,83,358,0,,0,3,0,0
4217,4217,0.0,4,1.0,1.0,78731.0,1,3,6,2.0,3.0,4.0,3,490,500.00 ,80.0,30,60,90,365,1,94.0,0,3,0,0
4218,4218,0.0,4,1.0,1.0,78703.0,1,3,4,1.0,0.0,2.0,3,125,800.00 ,25.0,0,0,0,0,1,100.0,0,1,0,0
4219,4219,0.0,3,1.0,0.0,78731.0,1,3,4,1.0,1.0,4.0,3,140,200.00 ,30.0,16,42,72,347,2,100.0,1,3,0,0
4220,4220,1.0,4,1.0,1.0,78731.0,1,3,9,2.0,3.0,4.0,3,229,250.00 ,115.0,4,15,45,320,17,95.0,0,3,1,1
4221,4221,0.0,3,1.0,0.0,78731.0,1,3,6,3.0,3.0,5.0,3,995,,,0,0,0,0,0,,0,1,0,0
4222,4222,0.0,4,1.0,1.0,78731.0,1,3,8,2.5,4.0,5.0,3,998,,,0,0,0,0,2,100.0,0,3,0,0
4223,4223,1.0,4,1.0,1.0,78731.0,1,3,7,2.5,3.0,4.0,3,466,,80.0,8,8,8,8,1,100.0,0,2,0,0
4224,4224,0.0,4,1.0,1.0,78731.0,0,3,2,1.0,1.0,1.0,3,120,100.00 ,55.0,8,38,68,343,0,,0,3,0,0
4225,4225,0.0,4,1.0,0.0,78731.0,1,3,6,2.5,3.0,3.0,3,750,,80.0,30,60,90,365,0,,0,1,0,0
4226,4226,0.0,4,1.0,1.0,78731.0,1,3,8,2.5,4.0,4.0,3,400,,95.0,0,0,0,64,4,95.0,0,3,0,0
4227,4227,0.0,3,1.0,0.0,78731.0,1,3,6,1.0,2.0,2.0,3,200,500.00 ,120.0,29,59,89,364,3,100.0,0,1,0,0
4228,4228,0.0,2,1.0,0.0,78731.0,1,3,4,1.0,2.0,3.0,3,285,500.00 ,100.0,27,57,87,177,0,,0,2,0,0
4229,4229,0.0,4,1.0,1.0,78731.0,1,3,4,1.0,2.0,2.0,3,175,300.00 ,85.0,20,50,80,355,0,,0,1,0,0
4230,4230,0.0,4,1.0,0.0,78731.0,1,3,3,1.0,1.0,1.0,3,90,,50.0,0,0,0,0,0,,0,1,0,0
4231,4231,0.0,4,1.0,1.0,78756.0,1,3,2,1.0,1.0,1.0,3,79,250.00 ,40.0,0,0,1,276,3,87.0,0,3,0,0
4232,4232,0.0,3,1.0,0.0,78731.0,1,3,6,2.5,3.0,4.0,3,2000,,,30,60,90,365,0,,0,1,0,0
4233,4233,1.0,3,1.0,0.0,78731.0,1,3,4,1.0,2.0,2.0,3,65,,,1,1,1,222,24,99.0,0,3,0,0
4234,4234,0.0,4,1.0,1.0,78731.0,1,3,7,2.0,3.0,5.0,3,385,200.00 ,50.0,9,9,9,9,1,80.0,0,1,0,0
4235,4235,0.0,3,1.0,0.0,78731.0,1,3,7,2.0,3.0,3.0,3,425,"1,000.00 ",150.0,23,53,74,349,3,100.0,0,3,0,0
4236,4236,0.0,3,1.0,0.0,78731.0,1,3,5,2.0,3.0,4.0,3,320,,,0,0,0,0,0,,1,1,0,0
