,Unnamed: 0,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,zipcode,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
0,0,0.0,3,1.0,0.0,78756.0,1,3,5,2.0,3.0,4.0,3,130,400.00 ,250.0,0,0,0,275,3,100.0,0,3,1,1
1,1,0.0,4,1.0,0.0,78756.0,1,3,7,2.0,3.0,5.0,3,500,500.00 ,150.0,25,52,82,357,2,99.0,0,3,1,1
2,2,0.0,3,1.0,0.0,78756.0,1,3,4,1.0,1.0,2.0,3,195,150.00 ,80.0,6,36,66,341,7,100.0,0,2,0,0
3,3,0.0,4,1.0,1.0,78756.0,1,3,12,3.0,4.0,5.0,3,300,150.00 ,120.0,23,53,78,353,3,93.0,0,3,0,0
4,4,1.0,3,1.0,0.0,78757.0,1,3,2,1.0,1.0,1.0,3,105,100.00 ,35.0,10,38,62,331,122,98.0,0,2,0,0
5,5,0.0,3,1.0,0.0,78757.0,1,1,1,1.0,1.0,1.0,1,150,,,13,13,25,25,0,,1,2,0,0
6,6,0.0,4,1.0,0.0,78751.0,1,3,1,1.0,1.0,1.0,3,80,500.00 ,45.0,17,45,75,350,0,,1,1,0,0
7,7,1.0,5,1.0,1.0,78756.0,1,3,2,1.0,0.0,1.0,2,85,,20.0,4,34,64,151,62,96.0,1,2,0,0
8,8,0.0,4,1.0,0.0,78751.0,1,3,2,1.0,0.0,1.0,3,90,500.00 ,45.0,20,20,20,20,0,,1,1,0,0
9,9,1.0,3,1.0,0.0,78756.0,1,3,4,1.0,1.0,2.0,3,115,500.00 ,30.0,26,56,86,357,77,99.0,0,2,0,0
10,10,1.0,3,1.0,0.0,78756.0,1,3,4,1.0,1.0,2.0,3,85,250.00 ,60.0,5,35,65,340,68,95.0,1,2,0,0
11,11,0.0,2,1.0,0.0,78751.0,1,3,2,1.0,1.0,1.0,2,85,,,0,0,0,0,0,,1,1,0,0
12,12,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,2.0,3.0,2,370,,,0,0,0,0,0,,0,2,0,0
13,13,1.0,4,1.0,1.0,78756.0,1,3,6,1.0,2.0,3.0,3,125,200.00 ,89.0,14,38,65,65,62,96.0,1,3,0,0
14,14,0.0,4,1.0,0.0,78751.0,1,3,2,1.0,1.0,1.0,3,90,,,23,23,23,23,0,,1,1,0,0
15,15,0.0,2,1.0,0.0,78756.0,1,3,2,1.0,1.0,1.0,2,225,500.00 ,50.0,6,6,14,14,0,,0,1,0,0
16,16,1.0,4,1.0,1.0,78751.0,1,3,2,1.0,1.0,1.0,3,130,,,0,0,0,0,10,98.0,0,1,0,0
17,17,0.0,4,1.0,1.0,78756.0,1,3,5,1.0,2.0,2.0,3,129,350.00 ,75.0,4,23,49,324,86,96.0,0,3,0,0
18,18,0.0,5,1.0,1.0,78756.0,0,3,2,1.0,1.0,1.0,3,74,,20.0,0,0,0,0,1,80.0,0,3,0,0
19,19,0.0,5,1.0,1.0,78751.0,1,3,3,1.0,0.0,2.0,3,110,,40.0,0,0,0,0,3,100.0,0,1,0,0
20,20,0.0,4,1.0,1.0,78751.0,1,3,3,1.0,1.0,1.0,3,77,,30.0,0,0,0,0,4,75.0,0,1,0,0
21,21,0.0,4,1.0,1.0,78751.0,0,3,4,1.0,1.0,1.0,3,109,,,13,38,63,338,94,94.0,1,2,0,0
22,22,0.0,4,1.0,1.0,78756.0,1,3,4,2.0,2.0,2.0,3,219,,110.0,8,8,8,8,2,100.0,0,3,0,0
23,23,0.0,4,1.0,1.0,78756.0,1,3,6,1.5,2.0,3.0,3,185,300.00 ,,4,34,64,154,5,96.0,0,3,0,0
24,24,0.0,4,1.0,1.0,78756.0,1,1,1,1.0,1.0,2.0,2,75,,5.0,28,58,88,88,2,80.0,0,2,0,0
25,25,0.0,4,1.0,1.0,78756.0,1,1,8,2.0,1.0,1.0,2,25,,10.0,28,58,88,363,0,,0,1,0,0
26,26,0.0,3,1.0,0.0,78756.0,1,3,6,1.5,3.0,5.0,3,114,,115.0,19,44,74,349,25,93.0,0,3,0,0
27,27,0.0,4,1.0,0.0,78751.0,1,3,2,1.0,2.0,2.0,3,89,500.00 ,45.0,29,59,89,364,1,100.0,1,1,0,0
28,28,1.0,5,1.0,1.0,78756.0,1,3,4,1.0,1.0,2.0,3,115,300.00 ,75.0,16,42,72,162,21,99.0,0,2,0,0
29,29,0.0,3,1.0,0.0,78756.0,1,3,6,2.5,3.0,3.0,3,445,,,9,21,51,51,0,,1,1,0,0
30,30,0.0,2,1.0,0.0,78756.0,1,2,2,1.0,1.0,1.0,1,100,120.00 ,,8,38,68,343,0,,1,1,0,0
31,31,0.0,5,1.0,1.0,78756.0,1,3,4,1.0,1.0,1.0,3,80,300.00 ,100.0,0,19,49,324,3,100.0,0,3,0,0
32,32,0.0,1,1.0,0.0,78756.0,1,3,1,1.0,0.0,1.0,2,95,,,17,47,76,347,0,,1,1,0,0
33,33,0.0,2,1.0,0.0,78756.0,1,3,6,1.0,1.0,3.0,3,85,,25.0,0,0,0,0,0,,0,1,0,0
34,34,0.0,3,1.0,0.0,78756.0,1,3,3,1.0,2.0,2.0,2,128,,40.0,2,10,33,106,1,100.0,1,2,0,0
35,35,0.0,4,1.0,1.0,78756.0,1,3,8,2.5,4.0,3.0,3,1700,500.00 ,75.0,0,0,0,0,0,,0,2,0,0
36,36,0.0,4,1.0,1.0,78751.0,1,3,4,1.0,2.0,3.0,3,102,300.00 ,75.0,19,44,72,347,31,91.0,0,2,0,0
37,37,0.0,5,1.0,1.0,78756.0,1,3,6,2.0,3.0,3.0,3,249,,,1,1,1,1,1,100.0,0,3,0,0
38,38,0.0,3,1.0,0.0,78751.0,1,3,3,1.0,2.0,2.0,3,70,,,3,3,6,6,3,90.0,0,1,0,0
39,39,1.0,5,1.0,1.0,78756.0,1,1,2,1.0,1.0,4.0,2,25,200.00 ,18.0,0,0,0,0,16,98.0,0,2,0,0
40,40,0.0,2,1.0,0.0,78756.0,1,3,4,1.0,2.0,2.0,3,250,,,0,0,0,0,0,,0,1,0,0
41,41,0.0,4,1.0,1.0,78756.0,1,3,6,2.0,3.0,3.0,3,250,,85.0,10,40,70,345,10,88.0,0,1,0,0
42,42,0.0,4,1.0,1.0,78756.0,1,3,2,1.0,0.0,1.0,3,120,300.00 ,100.0,29,59,89,364,3,100.0,0,3,1,1
43,43,0.0,4,1.0,1.0,78731.0,1,3,4,1.0,2.0,3.0,3,149,"1,500.00 ",75.0,22,52,82,172,8,100.0,0,3,0,0
44,44,1.0,4,1.0,1.0,78756.0,1,3,4,1.0,1.0,2.0,3,105,,29.0,16,41,71,346,124,97.0,0,1,0,0
45,45,0.0,5,1.0,1.0,78756.0,1,3,6,1.5,3.0,4.0,3,225,"1,000.00 ",150.0,17,40,67,158,10,98.0,0,1,0,0
46,46,0.0,2,1.0,0.0,78756.0,1,3,6,1.0,1.0,3.0,2,150,100.00 ,50.0,0,0,0,0,0,,0,1,0,0
47,47,0.0,4,1.0,1.0,78756.0,1,3,8,3.0,4.0,4.0,3,450,400.00 ,150.0,23,53,83,358,4,100.0,0,2,0,0
48,48,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,0.0,2.0,3,135,250.00 ,25.0,19,49,79,354,19,100.0,0,1,0,0
49,49,0.0,3,1.0,0.0,78756.0,1,1,1,1.0,1.0,2.0,2,54,,,22,52,82,357,1,100.0,1,1,0,0
50,50,0.0,5,1.0,1.0,78756.0,1,3,3,1.5,1.0,1.0,3,100,,,0,0,0,0,19,98.0,0,3,0,0
51,51,0.0,6,1.0,1.0,78756.0,0,3,2,1.0,1.0,1.0,3,100,100.00 ,,20,50,80,355,12,93.0,0,2,0,0
52,52,0.0,1,1.0,0.0,78756.0,1,3,4,1.0,1.0,2.0,3,250,,,0,0,0,0,0,,0,1,0,0
53,53,0.0,3,1.0,0.0,78751.0,1,3,3,1.0,1.0,1.0,3,89,,60.0,28,58,88,178,0,,0,3,0,0
54,54,0.0,5,1.0,1.0,78756.0,1,3,6,2.0,3.0,5.0,3,425,500.00 ,100.0,18,42,72,347,3,100.0,0,3,0,0
55,55,1.0,3,1.0,0.0,78756.0,1,3,6,1.0,2.0,3.0,3,129,500.00 ,80.0,21,51,81,356,1,100.0,0,1,0,0
56,56,0.0,2,1.0,0.0,78756.0,1,3,8,2.0,3.0,3.0,3,500,,,30,60,90,365,0,,0,1,0,0
57,57,1.0,4,1.0,1.0,78756.0,1,3,2,1.0,1.0,1.0,3,110,,35.0,0,9,14,35,22,99.0,0,2,0,0
58,58,0.0,3,1.0,0.0,78756.0,1,3,4,1.0,1.0,1.0,3,178,,158.0,22,50,80,172,0,,0,3,0,0
59,59,0.0,5,1.0,1.0,78756.0,1,3,5,1.5,2.0,3.0,3,200,500.00 ,125.0,0,0,0,0,1,100.0,0,3,0,0
60,60,0.0,5,1.0,1.0,78751.0,1,1,3,1.0,1.0,1.0,2,30,,5.0,21,51,81,170,0,,1,1,0,0
61,61,0.0,5,1.0,1.0,78756.0,1,2,3,1.0,1.0,1.0,3,150,,,23,53,82,82,0,,1,2,0,0
62,62,0.0,3,1.0,0.0,78705.0,0,3,2,1.0,1.0,1.0,3,250,,90.0,29,59,89,364,0,,0,3,0,0
63,63,0.0,5,1.0,1.0,78751.0,1,3,4,1.0,1.0,3.0,3,99,,30.0,0,0,12,12,0,,1,2,0,0
64,64,1.0,6,1.0,1.0,78756.0,0,3,4,2.0,2.0,2.0,3,75,150.00 ,150.0,0,14,43,113,0,,1,1,0,0
65,65,0.0,2,1.0,0.0,78751.0,0,1,1,1.0,1.0,1.0,1,100,100.00 ,,0,0,0,0,0,,1,1,0,0
66,66,0.0,4,1.0,1.0,78756.0,1,1,6,2.0,1.0,6.0,2,30,,10.0,21,51,81,356,8,100.0,0,1,0,0
67,67,0.0,4,1.0,1.0,78756.0,1,3,8,3.0,4.0,5.0,3,430,500.00 ,200.0,4,4,4,4,0,,0,3,0,0
68,68,0.0,2,1.0,0.0,78756.0,1,3,2,1.0,0.0,1.0,3,350,,,24,54,84,84,0,,1,1,0,0
69,69,0.0,4,1.0,1.0,78756.0,1,1,2,1.0,1.0,1.0,2,75,200.00 ,10.0,0,0,0,0,0,,0,1,0,0
70,70,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,0.0,2.0,3,100,200.00 ,50.0,13,43,73,348,48,97.0,1,3,0,0
71,71,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,2.0,1.0,2,129,300.00 ,,0,0,0,0,1,100.0,0,3,0,0
72,72,0.0,4,1.0,1.0,78756.0,1,3,10,3.0,4.0,4.0,3,775,"2,000.00 ",150.0,23,53,83,358,6,96.0,0,3,0,0
73,73,0.0,4,1.0,1.0,78756.0,1,3,6,1.0,2.0,2.0,3,345,200.00 ,89.0,0,0,0,0,0,,0,3,0,0
74,74,0.0,3,1.0,0.0,78756.0,1,3,4,1.0,2.0,3.0,3,125,200.00 ,150.0,0,0,0,0,3,80.0,0,3,0,0
75,75,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,1.0,2.0,3,172,,20.0,0,0,0,0,5,92.0,0,1,0,0
76,76,0.0,5,1.0,1.0,78756.0,1,3,5,1.0,2.0,3.0,3,125,"1,200.00 ",150.0,0,0,20,295,2,100.0,1,3,0,0
77,77,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,1.0,2.0,3,77,,25.0,12,42,72,72,1,100.0,0,1,0,0
78,78,0.0,6,1.0,1.0,78756.0,0,2,2,1.0,1.0,1.0,2,65,,,19,49,79,354,0,,0,1,0,0
79,79,0.0,4,1.0,1.0,78756.0,1,3,2,1.0,1.0,1.0,3,150,500.00 ,100.0,0,21,51,326,6,100.0,0,3,1,1
80,80,0.0,4,1.0,1.0,78756.0,1,3,8,2.0,3.0,4.0,3,258,,135.0,3,15,37,173,56,96.0,0,3,0,0
81,81,1.0,5,1.0,1.0,78756.0,1,3,7,2.0,3.0,3.0,3,399,400.00 ,150.0,0,0,0,136,4,100.0,0,3,0,0
82,82,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,1.0,2.0,3,95,100.00 ,40.0,22,50,75,350,14,89.0,0,2,0,0
83,83,1.0,7,1.0,1.0,,0,3,2,1.0,1.0,1.0,3,105,250.00 ,50.0,14,37,67,67,28,100.0,0,3,0,0
84,84,0.0,3,1.0,0.0,78756.0,1,3,3,1.0,3.0,3.0,3,300,"1,000.00 ",,0,0,0,275,1,89.0,0,3,1,1
85,85,0.0,4,1.0,1.0,78756.0,1,3,4,1.0,2.0,2.0,3,95,,,0,0,0,0,10,100.0,0,1,0,0
86,86,1.0,5,1.0,1.0,78756.0,1,3,4,2.0,2.0,2.0,2,340,400.00 ,100.0,22,52,82,82,8,100.0,0,2,0,0
87,87,1.0,4,1.0,1.0,78756.0,1,2,2,1.0,1.0,1.0,1,65,,10.0,0,0,0,247,41,99.0,0,2,0,0
88,88,0.0,4,1.0,1.0,78756.0,1,3,5,1.0,4.0,4.0,3,500,,,13,43,73,348,0,,0,1,0,0
89,89,0.0,3,1.0,0.0,78756.0,1,3,2,1.0,1.0,1.0,2,80,100.00 ,,0,0,0,0,0,,0,1,0,0
90,90,0.0,3,1.0,0.0,78756.0,1,3,3,1.0,0.0,2.0,3,125,,40.0,16,43,62,127,2,100.0,0,1,0,0
91,91,0.0,4,1.0,1.0,78751.0,1,3,7,1.0,2.0,3.0,2,350,,,0,0,0,0,3,100.0,0,2,0,0
92,92,0.0,5,1.0,1.0,,0,2,2,1.0,1.0,1.0,2,125,500.00 ,50.0,14,14,21,21,0,,0,1,0,0
93,93,1.0,4,1.0,1.0,78747.0,1,2,4,1.0,1.0,2.0,3,39,,7.0,2,9,32,117,241,98.0,1,2,0,0
94,94,0.0,7,1.0,1.0,78747.0,1,2,3,1.0,1.0,1.0,3,33,,,2,23,23,37,5,100.0,0,2,0,0
95,95,0.0,2,1.0,0.0,78747.0,1,2,2,1.0,1.0,1.0,2,41,,6.0,26,56,82,82,0,,1,1,0,0
96,96,0.0,2,1.0,0.0,78747.0,1,2,2,1.0,1.0,2.0,0,450,,100.0,0,0,0,0,0,,0,1,0,0
97,97,0.0,1,1.0,0.0,78747.0,1,2,2,1.0,1.0,1.0,2,50,,10.0,0,0,0,0,0,,0,1,0,0
98,98,1.0,5,1.0,1.0,78747.0,0,2,6,1.5,2.0,3.0,3,45,,25.0,12,30,51,318,38,99.0,1,1,0,0
99,99,1.0,4,1.0,1.0,78747.0,1,2,2,1.5,1.0,1.0,3,28,,6.0,14,41,66,66,150,98.0,1,2,0,0
100,100,1.0,4,1.0,1.0,78747.0,1,2,3,1.0,1.0,1.0,3,35,,,20,48,78,167,93,98.0,0,1,0,0
101,101,0.0,7,1.0,1.0,78747.0,1,2,4,1.0,1.0,1.0,3,25,,,9,35,38,124,5,92.0,0,2,0,0
102,102,0.0,4,1.0,1.0,78747.0,1,2,1,1.0,1.0,1.0,3,65,,,18,48,78,353,0,,1,1,0,0
103,103,1.0,4,1.0,1.0,78747.0,0,2,2,1.5,1.0,1.0,2,23,,5.0,18,41,63,63,77,98.0,1,2,0,0
104,104,0.0,4,1.0,1.0,78747.0,1,2,1,1.5,1.0,1.0,3,55,100.00 ,75.0,6,36,66,216,8,98.0,0,3,0,0
105,105,0.0,3,1.0,0.0,78747.0,1,3,3,1.0,1.0,1.0,3,150,,,23,53,83,358,3,100.0,1,1,0,0
106,106,0.0,6,1.0,1.0,78747.0,1,2,2,1.0,1.0,1.0,3,100,,,30,60,90,365,0,,0,1,0,0
107,107,0.0,4,1.0,1.0,78747.0,1,2,3,1.0,1.0,1.0,3,90,,,0,0,0,0,2,90.0,0,2,0,0
108,108,0.0,4,1.0,0.0,,0,2,10,3.0,3.0,3.0,2,175,,,28,58,88,177,0,,0,1,0,0
109,109,1.0,4,1.0,1.0,78747.0,1,2,6,2.5,1.0,3.0,2,65,,10.0,2,9,34,34,0,,0,1,0,0
110,110,0.0,1,1.0,0.0,78747.0,0,3,2,1.0,1.0,1.0,1,1000,,,30,60,89,89,0,,1,1,0,0
111,111,0.0,4,1.0,1.0,78747.0,1,3,8,2.5,3.0,3.0,3,400,,,5,9,25,64,9,98.0,0,2,0,0
112,112,0.0,4,1.0,0.0,78747.0,1,3,4,1.0,1.0,4.0,3,91,150.00 ,15.0,22,52,82,82,0,,1,1,0,0
113,113,0.0,6,1.0,1.0,,0,3,8,2.0,3.0,3.0,3,429,500.00 ,120.0,28,58,88,298,0,,0,3,0,0
114,114,1.0,4,1.0,1.0,78747.0,0,1,2,1.0,1.0,1.0,3,23,,,18,48,78,78,34,96.0,0,1,0,0
115,115,0.0,3,1.0,0.0,78747.0,1,3,6,2.0,4.0,3.0,3,300,500.00 ,100.0,30,60,90,365,1,100.0,0,2,0,0
116,116,0.0,2,1.0,0.0,78747.0,1,3,10,3.5,3.0,3.0,3,2500,,,30,60,90,365,0,,0,3,0,0
117,117,0.0,2,1.0,0.0,78747.0,1,3,4,2.5,2.0,2.0,3,300,,,30,60,90,365,0,,0,1,0,0
118,118,0.0,5,1.0,1.0,78747.0,1,3,6,3.0,3.0,3.0,3,665,,100.0,30,60,90,365,1,74.0,1,3,0,1
119,119,1.0,4,1.0,1.0,78747.0,0,1,1,1.0,1.0,1.0,3,20,,,29,59,89,364,29,92.0,0,1,0,0
120,120,0.0,4,1.0,1.0,78747.0,1,3,10,2.5,4.0,4.0,3,300,,75.0,27,57,87,362,1,100.0,0,3,0,0
121,121,1.0,4,1.0,1.0,78747.0,0,1,1,1.0,1.0,1.0,3,19,,,18,48,78,353,27,97.0,0,1,0,0
122,122,0.0,5,1.0,1.0,78747.0,1,2,3,3.0,1.0,1.0,3,265,,,30,60,90,365,0,,0,1,0,1
123,123,0.0,4,1.0,0.0,78747.0,0,1,1,1.0,1.0,1.0,2,50,,25.0,23,53,83,358,0,,0,1,0,0
124,124,1.0,4,1.0,1.0,78747.0,0,1,1,1.0,1.0,1.0,3,25,,,22,52,82,171,49,93.0,0,1,0,0
125,125,1.0,4,1.0,1.0,78747.0,0,2,4,1.0,1.0,2.0,3,36,,,24,53,83,83,74,97.0,0,1,0,0
126,126,0.0,4,1.0,1.0,78747.0,1,2,2,1.0,1.0,1.0,3,83,,50.0,29,59,89,364,0,,0,2,0,0
127,127,0.0,4,1.0,1.0,78747.0,1,2,2,2.5,1.0,1.0,3,50,,250.0,30,60,90,365,1,100.0,0,1,0,0
128,128,1.0,4,1.0,0.0,78751.0,0,2,2,1.0,1.0,1.0,3,75,200.00 ,25.0,14,36,66,156,49,100.0,1,2,0,0
129,129,1.0,4,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,2,60,,,8,11,11,11,48,100.0,0,1,0,0
130,130,1.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,40,,,9,9,9,9,18,100.0,0,3,0,0
131,131,0.0,3,1.0,0.0,78751.0,1,2,4,1.0,1.0,2.0,3,79,,,18,39,69,342,7,100.0,1,1,0,0
132,132,0.0,3,1.0,0.0,78751.0,1,2,2,1.5,1.0,1.0,3,65,,,1,1,1,1,0,,1,1,0,0
133,133,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,30,,,13,34,64,339,134,93.0,0,1,0,0
134,134,1.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,51,100.00 ,75.0,0,18,48,323,1,100.0,0,3,0,0
135,135,1.0,6,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,45,,,3,15,33,33,35,99.0,1,1,0,0
136,136,0.0,6,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,3,75,,,21,36,66,156,5,96.0,0,1,0,0
137,137,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,0.0,1.0,2,60,,,20,50,80,355,0,,0,1,0,0
138,138,0.0,4,1.0,1.0,78751.0,1,2,3,1.0,1.0,1.0,3,42,,20.0,4,22,43,140,134,97.0,1,1,0,0
139,139,0.0,4,1.0,1.0,78751.0,1,2,1,1.0,1.0,1.0,3,50,,,21,51,81,356,0,,1,2,0,0
140,140,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,150,,,0,0,0,0,1,100.0,1,1,0,0
141,141,1.0,3,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,2,100,,,10,25,55,330,102,98.0,0,1,0,0
142,142,0.0,1,1.0,0.0,78751.0,0,2,2,1.0,1.0,1.0,3,90,,30.0,6,6,8,8,0,,0,2,0,0
143,143,1.0,4,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,3,40,,10.0,2,12,37,312,31,99.0,0,3,0,0
144,144,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,62,250.00 ,30.0,17,47,77,77,3,87.0,0,2,0,0
145,145,0.0,3,1.0,0.0,78751.0,1,2,4,1.5,1.0,2.0,3,80,,,0,0,0,0,0,,1,1,0,0
146,146,1.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,79,,,2,21,48,317,97,99.0,0,2,0,0
147,147,0.0,4,1.0,1.0,78751.0,1,2,4,1.0,1.0,2.0,3,80,500.00 ,50.0,9,33,54,130,18,99.0,0,3,0,0
148,148,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,75,,,0,0,0,0,1,100.0,0,1,0,0
149,149,0.0,4,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,75,,,0,0,0,0,1,100.0,0,1,0,0
150,150,0.0,5,1.0,1.0,,0,2,2,1.0,1.0,1.0,3,60,300.00 ,25.0,19,42,72,347,0,,0,2,0,0
151,151,0.0,1,1.0,0.0,78751.0,0,2,2,1.0,1.0,2.0,3,70,,30.0,6,6,6,6,0,,0,1,0,0
152,152,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,40,,20.0,20,50,51,51,0,,0,1,0,0
153,153,0.0,4,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,200,,,0,0,0,0,0,,0,1,0,0
154,154,0.0,3,1.0,0.0,78751.0,0,2,4,1.0,1.0,1.0,0,200,,,30,60,90,365,0,,0,1,0,0
155,155,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,96,,21.0,0,0,0,0,0,,0,1,0,0
156,156,0.0,3,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,125,100.00 ,25.0,28,58,70,70,0,,1,3,0,0
157,157,0.0,6,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,70,,10.0,29,59,89,179,2,90.0,0,2,0,0
158,158,0.0,1,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,200,200.00 ,75.0,30,60,90,180,0,,0,1,0,0
159,159,1.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,73,,,0,0,0,251,16,99.0,0,2,0,0
160,160,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,70,,5.0,0,0,0,65,5,96.0,0,1,0,0
161,161,0.0,6,1.0,1.0,78751.0,1,2,1,1.0,1.0,1.0,2,80,,,18,48,78,168,1,100.0,0,1,0,0
162,162,0.0,4,1.0,1.0,78751.0,1,2,2,2.0,1.0,2.0,3,144,,,30,60,90,365,3,93.0,0,3,0,0
163,163,0.0,3,1.0,0.0,78751.0,1,2,1,1.0,1.0,1.0,3,150,150.00 ,45.0,0,0,0,0,0,,0,1,0,0
164,164,0.0,7,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,110,,,0,0,0,122,2,100.0,0,1,0,0
165,165,0.0,2,1.0,0.0,78751.0,1,2,6,1.0,1.0,2.0,3,300,,,0,0,0,0,0,,0,1,0,0
166,166,1.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,58,500.00 ,150.0,0,0,10,285,10,98.0,0,3,1,1
167,167,1.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,45,,20.0,0,0,0,0,1,100.0,0,3,0,0
168,168,0.0,5,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,3,150,,,0,0,0,0,0,,0,1,0,0
169,169,0.0,2,1.0,0.0,78751.0,1,2,3,1.0,1.0,1.0,2,100,,20.0,0,0,0,0,0,,0,1,0,0
170,170,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,80,,,16,16,24,24,0,,0,1,0,0
171,171,0.0,3,1.0,0.0,78751.0,1,2,1,1.0,1.0,1.0,2,45,,,0,11,41,316,8,100.0,0,2,0,0
172,172,0.0,2,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,160,,,0,0,0,0,0,,0,1,0,0
173,173,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,78,,15.0,30,60,90,365,2,90.0,0,2,0,0
174,174,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,45,150.00 ,30.0,0,0,0,0,3,93.0,1,2,0,0
175,175,0.0,3,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,125,,,0,0,0,0,0,,0,2,0,0
176,176,0.0,2,1.0,0.0,78751.0,0,2,2,1.0,1.0,1.0,3,110,,15.0,22,52,82,172,0,,1,1,0,0
177,177,0.0,5,1.0,1.0,78705.0,1,3,5,1.0,2.0,2.0,3,300,,,5,5,17,17,0,,1,3,0,0
178,178,0.0,4,1.0,1.0,78705.0,0,3,2,1.0,1.0,1.0,1,200,500.00 ,75.0,0,0,0,0,0,,0,1,0,0
179,179,0.0,4,1.0,0.0,78751.0,1,2,2,1.5,1.0,1.0,2,100,,,0,0,0,0,2,100.0,0,1,0,0
180,180,1.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,74,200.00 ,100.0,4,34,64,339,1,100.0,0,1,0,0
181,181,0.0,3,1.0,0.0,78705.0,1,3,4,2.0,2.0,2.0,3,400,800.00 ,,0,0,0,0,0,,0,1,0,0
182,182,0.0,2,1.0,0.0,78751.0,1,2,1,1.0,1.0,1.0,3,29,,,0,0,0,0,0,,0,1,0,0
183,183,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,50,250.00 ,35.0,21,51,81,171,0,,0,3,0,0
184,184,0.0,4,1.0,1.0,78751.0,1,2,2,3.5,1.0,1.0,3,75,,,3,15,45,45,23,98.0,0,2,0,0
185,185,0.0,2,1.0,0.0,78751.0,1,2,2,1.0,1.0,1.0,3,110,,,0,0,0,0,0,,0,1,0,0
186,186,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,65,100.00 ,20.0,15,31,39,39,5,96.0,0,2,0,0
187,187,1.0,5,1.0,1.0,78751.0,1,2,2,2.0,1.0,1.0,3,57,500.00 ,150.0,17,47,77,352,30,99.0,0,3,1,1
188,188,0.0,5,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,0,60,,10.0,17,17,45,320,13,97.0,0,1,0,0
189,189,0.0,4,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,3,119,,25.0,26,56,86,361,9,98.0,0,2,0,0
190,190,0.0,5,1.0,1.0,78751.0,1,2,2,1.0,1.0,1.0,2,90,,,6,36,66,66,0,,0,1,0,0
191,191,0.0,5,1.0,1.0,78751.0,0,2,2,1.0,1.0,1.0,3,199,,,30,60,89,89,1,100.0,0,2,0,0
192,192,0.0,2,1.0,0.0,78751.0,0,2,2,1.5,1.0,1.0,3,115,100.00 ,20.0,0,0,19,294,0,,0,3,0,0
